eto_every_minute_smooth,res_psd
0.0003472333969708505,0.0
0.00034658233114496357,0.0
0.00034563074512167425,0.0
0.0003446200302746846,0.0
0.00034360491747679756,0.0
0.0003425899107808184,0.0
0.0003415751465200661,0.0
0.0003405606250272352,0.0
0.0003395463466349567,0.0
0.0003385323116757967,0.0
0.00033751852048225645,0.0
0.0003365049733867719,0.0
0.00033549167072171335,0.0
0.0003344786128193847,0.0
0.000333465800012023,0.0
0.0003324532326317984,0.0
0.0003314409110108134,0.0
0.00033042883548110234,0.0
0.00032941700637463143,0.0
0.0003284054240232978,0.0
0.0003273940887589294,0.0
0.00032638300091328444,0.0
0.0003253721608180509,0.0
0.000324361568804846,0.0
0.00032335122520521595,0.0
0.0003223411303506355,0.0
0.0003213312845725076,0.0
0.00032032217947072203,0.0
0.00031932958637398537,0.0
0.00031853521987038096,0.0
0.00031862657739251755,0.0
0.00032016848469306863,0.0
0.0003225660335464951,0.0
0.00032511806868174047,0.0
0.00032764052555022457,0.0
0.0003301178429625603,0.0
0.00033254994579922525,0.0
0.0003349372519275678,0.0
0.000337280174623089,0.0
0.00033957912263170764,0.0
0.00034183450023101563,0.0
0.0003440467072905428,0.0
0.0003462161393310498,0.0
0.0003483431875828668,0.0
0.0003504282390432964,0.0
0.0003524716765330973,0.0
0.00035447387875206797,0.0
0.0003564352203337447,0.0
0.00035835607189923136,0.0
0.0003602368001101772,0.0
0.0003620777677209176,0.0
0.00036387933362979426,0.0
0.0003656418529296687,0.0
0.0003673656769576451,0.0
0.0003690511533440152,0.0
0.00037069862606044115,0.0
0.00037230843546738894,0.0
0.000373880476428586,0.0
0.00037540089408083185,0.0
0.0003767065208538001,0.0
0.0003771788389807231,0.0
0.00037630832489888005,0.0
0.0003746276011951542,0.0
0.0003727660279943429,0.0
0.0003708891767994973,0.0
0.00036901139588230397,0.0
0.00036713312979426904,0.0
0.00036525437638574356,0.0
0.0003633751334941108,0.0
0.00036149539894368796,0.0
0.0003596151705456266,0.0
0.0003577344460978116,0.0
0.0003558532233847608,0.0
0.00035397150017752236,0.0
0.0003520892742335711,0.0
0.0003502065432967051,0.0
0.0003483233050969404,0.0
0.000346439557350405,0.0
0.0003445552977592313,0.0
0.00034267052401144827,0.0
0.00034078523378087283,0.0
0.00033889942472699986,0.0
0.00033701309449489075,0.0
0.0003351262407150612,0.0
0.00033323886100336807,0.0
0.0003313509529608954,0.0
0.0003294625141738394,0.0
0.0003275735422133912,0.0
0.0003256840346356205,0.0
0.0003237939889813561,0.0
0.0003219034027760666,0.0
0.00032001227352973966,0.0
0.00031812059873675985,0.0
0.0003162283758757858,0.0
0.0003143356024096254,0.0
0.00031244227578511107,0.0
0.0003105483934329726,0.0
0.00030865395276770944,0.0
0.0003067589511874618,0.0
0.00030486338607388017,0.0
0.00030296725479199335,0.0
0.00030107055469007655,0.0
0.0002991732830995166,0.0
0.0002972754373346767,0.0
0.00029537701469276007,0.0
0.0002934780124536715,0.0
0.00029157842787987825,0.0
0.0002896782582162692,0.0
0.00028777750069001307,0.0
0.00028587615251041474,0.0
0.0002839742108687704,0.0
0.00028207167293822137,0.0
0.00028016853587360685,0.0
0.000278264796811314,0.0
0.00027636045286912807,0.0
0.0002744555011460799,0.0
0.0002725499387222928,0.0
0.00027064406605914286,0.0
0.00026874762411135017,0.0
0.00026697296555732813,0.0
0.0002657462777300751,0.0
0.00026542355564555874,0.0
0.00026564915664412645,0.0
0.0002659970545043019,0.0
0.0002663549259746635,0.0
0.00026671302968581643,0.0
0.0002670710623236978,0.0
0.00026742902390035746,0.0
0.00026778691442784345,0.0
0.0002681447339182022,0.0
0.00026850248238347843,0.0
0.0002688601598357152,0.0
0.0002692177662869539,0.0
0.0002695753017492342,0.0
0.00026993276623459445,0.0
0.00027029015975507095,0.0
0.0002706474823226984,0.0
0.00027100473394951004,0.0
0.0002713619146475373,0.0
0.00027171902442881,0.0
0.00027207606330535613,0.0
0.0002724330312892022,0.0
0.00027278992839237313,0.0
0.00027314675462689216,0.0
0.0002735035100047808,0.0
0.00027386019453805885,0.0
0.00027421680823874436,0.0
0.0002745735650555951,0.0
0.00027493733554202846,0.0
0.00027538733891134114,0.0
0.00027622401969940676,0.0
0.00027769806606034626,0.0
0.00027955815067687046,0.0
0.00028150353578458516,0.0
0.00028345494714660056,0.0
0.00028540551317662296,0.0
0.0002873550233155524,0.0
0.0002893034810532851,0.0
0.0002912508898579293,0.0
0.0002931972531759777,0.0
0.00029514257443247763,0.0
0.0002970868570312007,0.0
0.00029903010435481053,0.0
0.0003009723197650285,0.0
0.00030291350660279826,0.0
0.00030485366818844837,0.0
0.0003067928078218538,0.0
0.00030873092878259614,0.0
0.0003106680343301214,0.0
0.0003126041277038971,0.0
0.0003145392121235677,0.0
0.00031647329078910835,0.0
0.0003184063668809776,0.0
0.00032033844356026863,0.0
0.00032226952396885845,0.0
0.0003241996112295568,0.0
0.0003261287084462527,0.0
0.0003280562989879755,0.0
0.00032996569506764693,0.0
0.0003316644440315078,0.0
0.0003324225741589832,0.0
0.0003316306195805968,0.0
0.00032989835328271685,0.0
0.00032795588836124486,0.0
0.000325995704709855,0.0
0.00032403449147260047,0.0
0.00032207276450158716,0.0
0.0003201105198432127,0.0
